ExpiryDate,Moneyness,ExpiryBin,OptionType,StrikePrice,UnderlyingPrice,RealPrice,IV,TimeToExpiry,BS_Price,Error,AbsolutePctError
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23350.00,24363.30,12.80,14.46,0.04,13.50,-0.70,5.46
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23400.00,24363.30,14.35,14.24,0.04,15.13,-0.78,5.47
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23450.00,24363.30,15.15,13.83,0.04,15.95,-0.80,5.31
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23500.00,24363.30,17.15,13.63,0.04,18.07,-0.92,5.36
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23550.00,24363.30,19.90,13.50,0.04,20.93,-1.03,5.17
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Call,23600.00,24363.30,848.75,11.90,0.04,835.99,12.76,1.50
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23600.00,24363.30,21.50,13.15,0.04,22.66,-1.16,5.40
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Call,23650.00,24363.30,787.45,8.29,0.04,774.04,13.41,1.70
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23700.00,24363.30,28.10,12.79,0.04,29.56,-1.46,5.18
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Call,23750.00,24363.30,696.70,9.72,0.04,683.77,12.93,1.86
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23750.00,24363.30,31.25,12.52,0.04,32.94,-1.69,5.40
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Call,23800.00,24363.30,646.65,9.12,0.04,633.74,12.91,2.00
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23800.00,24363.30,36.70,12.44,0.04,38.63,-1.93,5.25
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23850.00,24363.30,41.95,12.26,0.04,44.07,-2.12,5.06
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,23900.00,24363.30,556.10,9.25,0.04,543.60,12.50,2.25
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,23900.00,24363.30,47.80,12.07,0.04,50.15,-2.35,4.92
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,23950.00,24363.30,516.00,9.67,0.04,503.93,12.07,2.34
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,23950.00,24363.30,55.25,11.95,0.04,57.92,-2.67,4.83
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24000.00,24363.30,472.60,9.58,0.04,460.87,11.73,2.48
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24000.00,24363.30,62.00,11.70,0.04,65.00,-3.00,4.84
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24050.00,24363.30,434.95,9.86,0.04,423.75,11.20,2.58
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24050.00,24363.30,71.60,11.59,0.04,74.99,-3.39,4.73
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24100.00,24363.30,392.30,9.60,0.04,381.35,10.95,2.79
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24100.00,24363.30,80.10,11.32,0.04,83.85,-3.75,4.68
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24150.00,24363.30,357.55,9.81,0.04,347.20,10.35,2.89
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24150.00,24363.30,93.80,11.32,0.04,98.13,-4.33,4.62
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24200.00,24363.30,319.25,9.65,0.04,309.40,9.85,3.08
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24200.00,24363.30,109.00,11.30,0.04,113.76,-4.76,4.37
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24250.00,24363.30,282.75,9.49,0.04,273.31,9.44,3.34
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24250.00,24363.30,124.60,11.21,0.04,129.92,-5.32,4.27
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24300.00,24363.30,254.00,9.68,0.04,245.25,8.75,3.45
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24300.00,24363.30,142.00,11.12,0.04,147.82,-5.82,4.10
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24350.00,24363.30,223.40,9.63,0.04,215.23,8.17,3.66
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24350.00,24363.30,159.50,10.94,0.04,165.90,-6.40,4.01
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24400.00,24363.30,194.85,9.57,0.04,187.21,7.64,3.92
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24400.00,24363.30,182.85,10.98,0.04,189.88,-7.03,3.84
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24450.00,24363.30,169.70,9.58,0.04,162.72,6.98,4.11
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24450.00,24363.30,208.80,11.05,0.04,216.37,-7.57,3.63
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24500.00,24363.30,146.00,9.55,0.04,139.74,6.26,4.29
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24500.00,24363.30,234.75,11.02,0.04,242.99,-8.24,3.51
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24550.00,24363.30,126.65,9.63,0.04,120.94,5.71,4.51
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24600.00,24363.30,108.40,9.66,0.04,103.33,5.07,4.67
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24600.00,24363.30,296.80,11.20,0.04,306.18,-9.38,3.16
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24650.00,24363.30,92.05,9.68,0.04,87.57,4.48,4.87
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24650.00,24363.30,328.75,11.19,0.04,338.70,-9.95,3.03
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24700.00,24363.30,79.35,9.81,0.04,75.38,3.97,5.00
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24700.00,24363.30,367.65,11.50,0.04,378.10,-10.45,2.84
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24750.00,24363.30,67.55,9.89,0.04,64.02,3.53,5.22
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24800.00,24363.30,56.00,9.88,0.04,52.96,3.04,5.42
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Put,24800.00,24363.30,386.25,7.36,0.04,399.14,-12.89,3.34
2025-08-21,At-the-Money (ATM),Near-Term (0-30 days),Call,24850.00,24363.30,48.10,10.03,0.04,45.39,2.71,5.64
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,24900.00,24363.30,39.50,10.03,0.04,37.20,2.30,5.82
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,24950.00,24363.30,33.50,10.15,0.04,31.44,2.06,6.14
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,24950.00,24363.30,565.60,12.07,0.04,578.08,-12.48,2.21
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25000.00,24363.30,28.45,10.29,0.04,26.71,1.74,6.10
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25050.00,24363.30,24.00,10.41,0.04,22.52,1.48,6.16
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25100.00,24363.30,21.20,10.65,0.04,19.84,1.36,6.41
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25100.00,24363.30,706.05,13.36,0.04,719.18,-13.13,1.86
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25150.00,24363.30,17.55,10.72,0.04,16.41,1.14,6.51
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25200.00,24363.30,14.10,10.73,0.04,13.19,0.91,6.48
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25200.00,24363.30,760.00,6.36,0.04,775.31,-15.31,2.01
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25250.00,24363.30,12.65,11.00,0.04,11.83,0.82,6.50
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25300.00,24363.30,11.10,11.21,0.04,10.37,0.73,6.58
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25300.00,24363.30,893.00,14.59,0.04,906.97,-13.97,1.56
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25350.00,24363.30,9.40,11.34,0.04,8.78,0.62,6.56
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25400.00,24363.30,8.30,11.55,0.04,7.73,0.57,6.82
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25450.00,24363.30,7.70,11.87,0.04,7.20,0.50,6.46
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25450.00,24363.30,1037.80,15.75,0.04,1052.22,-14.42,1.39
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25500.00,24363.30,6.25,11.90,0.04,5.84,0.41,6.61
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25500.00,24363.30,1088.95,16.49,0.04,1103.38,-14.43,1.33
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25550.00,24363.30,5.80,12.20,0.04,5.42,0.38,6.51
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25550.00,24363.30,1136.55,16.74,0.04,1151.14,-14.59,1.28
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25600.00,24363.30,4.60,12.18,0.04,4.28,0.32,7.05
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25600.00,24363.30,1203.05,19.47,0.04,1217.32,-14.27,1.19
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25650.00,24363.30,4.00,12.35,0.04,3.73,0.27,6.84
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25650.00,24363.30,1233.95,17.49,0.04,1248.75,-14.80,1.20
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25700.00,24363.30,3.85,12.70,0.04,3.60,0.25,6.61
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25700.00,24363.30,1285.10,18.24,0.04,1299.99,-14.89,1.16
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25750.00,24363.30,3.50,12.93,0.04,3.26,0.24,6.89
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25750.00,24363.30,1329.85,17.93,0.04,1344.94,-15.09,1.13
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25800.00,24363.30,3.15,13.14,0.04,2.93,0.22,7.00
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25850.00,24363.30,2.85,13.36,0.04,2.65,0.20,6.85
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25850.00,24363.30,1433.50,19.65,0.04,1448.62,-15.12,1.05
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25900.00,24363.30,3.45,14.12,0.04,3.23,0.22,6.38
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25900.00,24363.30,1475.90,18.80,0.04,1491.30,-15.40,1.04
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25950.00,24363.30,2.50,13.91,0.04,2.34,0.16,6.46
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,25950.00,24363.30,1527.70,19.69,0.04,1543.13,-15.43,1.01
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26000.00,24363.30,2.75,14.47,0.04,2.57,0.18,6.41
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,26000.00,24363.30,1598.45,23.60,0.04,1613.49,-15.04,0.94
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26050.00,24363.30,2.40,14.60,0.04,2.25,0.15,6.33
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,26050.00,24363.30,1627.55,20.72,0.04,1643.12,-15.57,0.96
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26100.00,24363.30,3.20,15.55,0.04,3.01,0.19,5.97
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,26100.00,24363.30,1676.95,21.12,0.04,1692.58,-15.63,0.93
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26150.00,24363.30,2.30,15.27,0.04,2.15,0.15,6.41
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,26150.00,24363.30,1729.60,22.18,0.04,1745.25,-15.65,0.90
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26200.00,24363.30,2.20,15.56,0.04,2.06,0.14,6.25
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Put,26200.00,24363.30,1778.20,22.42,0.04,1793.92,-15.72,0.88
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26250.00,24363.30,1.85,15.60,0.04,1.73,0.12,6.35
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26300.00,24363.30,1.60,15.70,0.04,1.50,0.10,6.08
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26350.00,24363.30,1.70,16.17,0.04,1.60,0.10,5.89
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26400.00,24363.30,1.65,16.47,0.04,1.55,0.10,5.83
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26450.00,24363.30,1.70,16.88,0.04,1.60,0.10,5.82
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26500.00,24363.30,1.75,17.29,0.04,1.65,0.10,5.78
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26550.00,24363.30,1.55,17.40,0.04,1.46,0.09,5.88
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26600.00,24363.30,1.95,18.22,0.04,1.84,0.11,5.58
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26650.00,24363.30,1.55,18.10,0.04,1.47,0.08,5.46
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26700.00,24363.30,1.50,18.38,0.04,1.42,0.08,5.32
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26750.00,24363.30,1.75,19.05,0.04,1.66,0.09,5.03
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26800.00,24363.30,2.00,19.69,0.04,1.90,0.10,5.02
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26850.00,24363.30,1.55,19.47,0.04,1.47,0.08,5.29
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26900.00,24363.30,1.50,19.74,0.04,1.42,0.08,5.20
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26950.00,24363.30,2.30,21.07,0.04,2.19,0.11,4.75
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22800.00,24363.30,10.15,16.14,0.05,11.00,-0.85,8.39
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22850.00,24363.30,11.10,15.97,0.05,12.03,-0.93,8.39
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22900.00,24363.30,12.25,15.82,0.05,13.25,-1.00,8.20
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22950.00,24363.30,13.25,15.62,0.05,14.36,-1.11,8.37
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23000.00,24363.30,14.00,15.34,0.05,15.16,-1.16,8.25
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Call,23100.00,24363.30,1386.70,13.50,0.05,1360.95,25.75,1.86
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23100.00,24363.30,16.70,14.98,0.05,18.10,-1.40,8.41
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23150.00,24363.30,18.35,14.81,0.05,19.87,-1.52,8.27
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Call,23250.00,24363.30,1244.45,13.59,0.05,1218.97,25.48,2.05
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Call,23300.00,24363.30,1220.00,16.35,0.05,1195.75,24.25,1.99
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23300.00,24363.30,22.70,14.08,0.05,24.63,-1.93,8.49
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Call,23350.00,24363.30,1172.25,16.03,0.05,1148.13,24.12,2.06
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23350.00,24363.30,26.45,14.10,0.05,28.67,-2.22,8.39
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23400.00,24363.30,27.80,13.77,0.05,30.12,-2.32,8.33
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23450.00,24363.30,31.95,13.75,0.05,34.58,-2.63,8.24
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23500.00,24363.30,34.15,13.47,0.05,36.94,-2.79,8.18
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23550.00,24363.30,38.25,13.36,0.05,41.34,-3.09,8.08
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23600.00,24363.30,38.25,12.83,0.05,41.47,-3.22,8.42
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Call,23650.00,24363.30,861.60,11.64,0.05,836.92,24.68,2.86
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23650.00,24363.30,47.90,13.15,0.05,51.75,-3.85,8.04
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Call,23700.00,24363.30,784.85,7.30,0.05,758.00,26.85,3.42
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23700.00,24363.30,53.75,13.06,0.05,58.00,-4.25,7.92
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Call,23750.00,24363.30,736.00,7.12,0.05,709.22,26.78,3.64
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Call,23800.00,24363.30,695.75,8.28,0.05,670.04,25.71,3.70
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23800.00,24363.30,62.00,12.50,0.05,66.94,-4.94,7.97
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Call,23850.00,24363.30,661.10,9.38,0.05,636.55,24.55,3.71
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23850.00,24363.30,69.15,12.38,0.05,74.54,-5.39,7.79
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,23900.00,24363.30,608.65,8.60,0.05,584.03,24.62,4.04
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,23900.00,24363.30,81.50,12.54,0.05,87.52,-6.02,7.38
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,23950.00,24363.30,570.00,8.98,0.05,546.31,23.69,4.16
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,23950.00,24363.30,95.50,12.72,0.05,102.23,-6.73,7.04
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24000.00,24363.30,522.45,8.56,0.05,499.01,23.44,4.49
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24000.00,24363.30,101.75,12.39,0.05,108.98,-7.23,7.11
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24050.00,24363.30,494.05,9.37,0.05,471.98,22.07,4.47
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24050.00,24363.30,113.40,12.32,0.05,121.34,-7.94,7.00
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24100.00,24363.30,450.70,9.09,0.05,429.13,21.57,4.79
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24100.00,24363.30,113.50,11.59,0.05,121.83,-8.33,7.34
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24150.00,24363.30,425.00,9.72,0.05,404.60,20.40,4.80
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24150.00,24363.30,138.00,12.08,0.05,147.40,-9.40,6.81
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24200.00,24363.30,385.20,9.49,0.05,365.57,19.63,5.10
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24200.00,24363.30,155.60,12.13,0.05,165.73,-10.13,6.51
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24250.00,24363.30,352.60,9.55,0.05,333.90,18.70,5.30
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24250.00,24363.30,169.90,11.96,0.05,180.71,-10.81,6.36
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24300.00,24363.30,322.75,9.66,0.05,305.14,17.61,5.46
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24350.00,24363.30,292.00,9.64,0.05,275.34,16.66,5.70
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24350.00,24363.30,208.00,11.89,0.05,220.52,-12.52,6.02
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24400.00,24363.30,264.35,9.68,0.05,248.67,15.68,5.93
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24400.00,24363.30,230.60,11.92,0.05,244.03,-13.43,5.83
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24450.00,24363.30,231.55,9.41,0.05,216.76,14.79,6.39
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24450.00,24363.30,252.60,11.86,0.05,266.96,-14.36,5.69
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24500.00,24363.30,210.40,9.58,0.05,196.64,13.76,6.54
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24500.00,24363.30,276.85,11.83,0.05,292.03,-15.18,5.48
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24550.00,24363.30,186.15,9.53,0.05,173.34,12.81,6.88
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24550.00,24363.30,300.85,11.73,0.05,316.99,-16.14,5.36
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24600.00,24363.30,168.25,9.69,0.05,156.49,11.76,6.99
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Put,24600.00,24363.30,338.30,12.16,0.05,355.26,-16.96,5.01
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24650.00,24363.30,146.35,9.59,0.05,135.61,10.74,7.34
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24700.00,24363.30,128.15,9.58,0.05,118.40,9.75,7.61
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24750.00,24363.30,115.00,9.73,0.05,106.02,8.98,7.81
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24800.00,24363.30,99.70,9.71,0.05,91.66,8.04,8.06
2025-08-28,At-the-Money (ATM),Near-Term (0-30 days),Call,24850.00,24363.30,87.05,9.74,0.05,79.69,7.36,8.45
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,24900.00,24363.30,73.80,9.67,0.05,67.34,6.46,8.75
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,24950.00,24363.30,67.80,9.95,0.05,61.91,5.89,8.69
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25000.00,24363.30,56.95,9.87,0.05,51.76,5.19,9.12
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25050.00,24363.30,49.80,9.96,0.05,45.16,4.64,9.32
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25100.00,24363.30,42.45,9.97,0.05,38.36,4.09,9.64
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25150.00,24363.30,37.05,10.07,0.05,33.45,3.60,9.72
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25200.00,24363.30,32.05,10.14,0.05,28.84,3.21,10.02
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Put,25200.00,24363.30,796.40,14.03,0.05,821.22,-24.82,3.12
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25250.00,24363.30,28.25,10.27,0.05,25.39,2.86,10.14
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25300.00,24363.30,25.40,10.45,0.05,22.80,2.60,10.25
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25350.00,24363.30,22.00,10.54,0.05,19.78,2.22,10.08
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25400.00,24363.30,20.10,10.75,0.05,18.04,2.06,10.25
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25450.00,24363.30,17.50,10.84,0.05,15.67,1.83,10.46
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25500.00,24363.30,16.75,11.16,0.05,15.05,1.70,10.17
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Put,25500.00,24363.30,1077.70,16.17,0.05,1104.45,-26.75,2.48
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25550.00,24363.30,15.15,11.33,0.05,13.58,1.57,10.36
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25600.00,24363.30,13.50,11.47,0.05,12.11,1.39,10.26
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25650.00,24363.30,11.70,11.54,0.05,10.47,1.23,10.48
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Put,25650.00,24363.30,1214.00,16.63,0.05,1241.66,-27.66,2.28
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25700.00,24363.30,11.25,11.84,0.05,10.09,1.16,10.30
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25750.00,24363.30,10.50,12.07,0.05,9.43,1.07,10.15
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25800.00,24363.30,9.05,12.12,0.05,8.11,0.94,10.35
2025-08-28,In-the-Money (ITM),Near-Term (0-30 days),Put,25800.00,24363.30,1364.25,18.18,0.05,1392.35,-28.10,2.06
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25850.00,24363.30,8.10,12.25,0.05,7.25,0.85,10.47
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25900.00,24363.30,8.05,12.60,0.05,7.24,0.81,10.09
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25950.00,24363.30,7.15,12.71,0.05,6.43,0.72,10.02
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26000.00,24363.30,6.95,13.00,0.05,6.26,0.69,9.89
2025-08-28,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26050.00,24363.30,5.95,13.02,0.05,5.34,0.61,10.33
